transaction_id,date,account,description_raw,amount,txn_type,merchant,category,month,day_of_week,is_expense,is_income
TXN1389,2026-07-17,Credit Card ...9033,OLD NAVY #204,-80.89,Purchase,Old Navy,Shopping,2026-07,Friday,True,False
TXN1363,2026-07-17,Credit Card ...9033,UBER *EATS,-19.74,Purchase,Uber Eats,Food and Restaurants,2026-07,Friday,True,False
TXN1380,2026-07-17,Credit Card ...9033,WHOLEFDS MKT #756,-107.15,Purchase,Whole Foods Market,Food and Restaurants,2026-07,Friday,True,False
TXN1404,2026-07-17,Credit Card ...9033,MCDONALD'S F741,-10.39,Purchase,McDonald's,Food and Restaurants,2026-07,Friday,True,False
TXN1354,2026-07-17,Checking ...4821,METRO WATER 488,-34.03,Payment,Metro Water Utility,Bills,2026-07,Friday,True,False
TXN1349,2026-07-18,Checking ...4821,ANYTIME FITNESS #550,-39.99,Payment,Anytime Fitness,Subscriptions,2026-07,Saturday,True,False
TXN1400,2026-07-18,Credit Card ...9033,LYFT   RIDE TUE,-20.37,Purchase,Lyft,Transportation,2026-07,Saturday,True,False
TXN1385,2026-07-18,Checking ...4821,WHOLEFDS MKT #579,-45.18,Purchase,Whole Foods Market,Food and Restaurants,2026-07,Saturday,True,False
TXN1352,2026-07-19,Credit Card ...9033,GOOGLE *YOUTUBE PREM,-13.99,Payment,YouTube Premium,Subscriptions,2026-07,Sunday,True,False
TXN1403,2026-07-19,Checking ...4821,TRADER JOE S #971,-87.74,Purchase,Trader Joe's,Food and Restaurants,2026-07,Sunday,True,False
TXN1381,2026-07-19,Credit Card ...9033,AUTOZONE INC,-58.37,Purchase,AutoZone,Transportation,2026-07,Sunday,True,False
TXN1391,2026-07-19,Checking ...4821,SQ*STARBUCKS COFFEE,-7.86,Purchase,Starbucks,Food and Restaurants,2026-07,Sunday,True,False
TXN1378,2026-07-21,Checking ...4821,OLDNAVY.COM,-36.99,Purchase,Old Navy,Shopping,2026-07,Tuesday,True,False
TXN1345,2026-07-21,Credit Card ...9033,NETFLIX.COM,-15.49,Payment,Netflix,Subscriptions,2026-07,Tuesday,True,False
TXN1399,2026-07-21,Checking ...4821,DOORDASH*327,-18.29,Purchase,DoorDash,Food and Restaurants,2026-07,Tuesday,True,False
TXN1373,2026-07-21,Checking ...4821,PARKWHIZ *PARKING,-9.94,Purchase,ParkWhiz,Transportation,2026-07,Tuesday,True,False
TXN1382,2026-07-22,Checking ...4821,MCDONALDS #959,-7.31,Purchase,McDonald's,Food and Restaurants,2026-07,Wednesday,True,False
TXN1398,2026-07-22,Checking ...4821,DD *DOORDASH,-25.97,Purchase,DoorDash,Food and Restaurants,2026-07,Wednesday,True,False
TXN1367,2026-07-23,Checking ...4821,MCDONALDS #513,-9.21,Purchase,McDonald's,Food and Restaurants,2026-07,Thursday,True,False
TXN1406,2026-07-23,Checking ...4821,ACME CORP DIRECT DEP,2088.66,Deposit,Acme Corp Payroll,Income,2026-07,Thursday,False,True
TXN1375,2026-07-24,Credit Card ...9033,UBER *EATS,-30.61,Purchase,Uber Eats,Food and Restaurants,2026-07,Friday,True,False
TXN1388,2026-07-24,Credit Card ...9033,CHIPOTLE MEXICAN GRILL,-9.69,Purchase,Chipotle,Food and Restaurants,2026-07,Friday,True,False
TXN1386,2026-07-24,Credit Card ...9033,DOORDASH*760,-33.56,Purchase,DoorDash,Food and Restaurants,2026-07,Friday,True,False
TXN1365,2026-07-25,Checking ...4821,CHEVRON/TEXACO 292,-55.23,Purchase,Chevron,Transportation,2026-07,Saturday,True,False
TXN1377,2026-07-25,Checking ...4821,CHICK-FIL-A #144,-8.3,Purchase,Chick-fil-A,Food and Restaurants,2026-07,Saturday,True,False
TXN1360,2026-07-26,Checking ...4821,UBER *TRIP HELP.UBER.COM,-11.24,Purchase,Uber,Transportation,2026-07,Sunday,True,False
TXN1410,2026-07-26,Credit Card ...9033,POS PURCHASE,-27.4,Purchase,Unknown Merchant,Uncategorized,2026-07,Sunday,True,False
TXN1348,2026-07-27,Checking ...4821,ADOBE CREATIVE CL,-54.99,Payment,Adobe Creative Cloud,Subscriptions,2026-07,Monday,True,False
TXN1409,2026-07-28,Checking ...4821,POS PURCHASE,-27.08,Purchase,Unknown Merchant,Uncategorized,2026-07,Tuesday,True,False
TXN1436,2026-08-01,Credit Card ...9033,DD *DOORDASH,-23.55,Purchase,DoorDash,Food and Restaurants,2026-08,Saturday,True,False
TXN1444,2026-08-01,Checking ...4821,MCDONALD'S F552,-8.84,Purchase,McDonald's,Food and Restaurants,2026-08,Saturday,True,False
TXN1414,2026-08-02,Checking ...4821,SPOTIFY   P121,-11.99,Payment,Spotify,Subscriptions,2026-08,Sunday,True,False
TXN1446,2026-08-02,Checking ...4821,WALMART.COM 519,-38.95,Purchase,Walmart,Shopping,2026-08,Sunday,True,False
TXN1418,2026-08-02,Checking ...4821,PACIFIC POWER 994,-76.68,Payment,Unknown Merchant,Uncategorized,2026-08,Sunday,True,False
TXN1453,2026-08-02,Checking ...4821,AUTOZONE #306,-480.0,Purchase,AutoZone,Transportation,2026-08,Sunday,True,False
TXN1420,2026-08-02,Checking ...4821,VZWRLSS*502,-85.0,Payment,Verizon Wireless,Bills,2026-08,Sunday,True,False
TXN1421,2026-08-03,Checking ...4821,STATE FARM INS,-120.0,Payment,State Farm Insurance,Bills,2026-08,Monday,True,False
TXN1415,2026-08-03,Credit Card ...9033,AMAZON PRIME*213,-14.99,Payment,Amazon Prime,Subscriptions,2026-08,Monday,True,False
TXN1426,2026-08-04,Checking ...4821,UBER *TRIP HELP.UBER.COM,-16.84,Purchase,Uber,Transportation,2026-08,Tuesday,True,False
TXN1416,2026-08-04,Checking ...4821,ICLOUD STORAGE,-2.99,Payment,iCloud Storage,Subscriptions,2026-08,Tuesday,True,False
TXN1412,2026-08-05,Credit Card ...9033,RENTERSINS CO 202,-18.4,Payment,Renters Insurance Co,Rent and Housing,2026-08,Wednesday,True,False
TXN1429,2026-08-05,Credit Card ...9033,COURSERA 991,-49.0,Purchase,Coursera,Education,2026-08,Wednesday,True,False
TXN1424,2026-08-05,Credit Card ...9033,SQ *STARBUCKS #379 SEATTLE WA,-7.52,Purchase,Starbucks,Food and Restaurants,2026-08,Wednesday,True,False
TXN1435,2026-08-05,Checking ...4821,SQ *STARBUCKS #175 SEATTLE WA,-6.95,Purchase,Starbucks,Food and Restaurants,2026-08,Wednesday,True,False
TXN1448,2026-08-07,Checking ...4821,COURSERA 588,-49.0,Purchase,Coursera,Education,2026-08,Friday,True,False
TXN1419,2026-08-07,Checking ...4821,XFINITY 963,-79.99,Payment,Comcast Xfinity,Bills,2026-08,Friday,True,False
TXN1445,2026-08-07,Checking ...4821,UBER *EATS,-22.74,Purchase,Uber Eats,Food and Restaurants,2026-08,Friday,True,False
TXN1447,2026-08-08,Credit Card ...9033,LOCAL DINER #877,-17.7,Purchase,Local Diner,Food and Restaurants,2026-08,Saturday,True,False
TXN1433,2026-08-09,Checking ...4821,MCDONALD'S F741,-10.36,Purchase,McDonald's,Food and Restaurants,2026-08,Sunday,True,False
TXN1441,2026-08-09,Checking ...4821,LOCAL DINER #235,-17.82,Purchase,Local Diner,Food and Restaurants,2026-08,Sunday,True,False
TXN1443,2026-08-09,Checking ...4821,PARKWHIZ 855,-20.07,Purchase,ParkWhiz,Transportation,2026-08,Sunday,True,False
TXN1430,2026-08-10,Credit Card ...9033,UBER   TRIP 247,-30.32,Purchase,Uber,Transportation,2026-08,Monday,True,False
TXN1431,2026-08-11,Checking ...4821,NIKE.COM 697,-48.45,Purchase,Nike,Shopping,2026-08,Tuesday,True,False
TXN1428,2026-08-11,Checking ...4821,DD *DOORDASH,-42.68,Purchase,DoorDash,Food and Restaurants,2026-08,Tuesday,True,False
TXN1449,2026-08-11,Credit Card ...9033,WHOLEFDS MKT #265,-38.39,Purchase,Whole Foods Market,Food and Restaurants,2026-08,Tuesday,True,False
TXN1439,2026-08-11,Checking ...4821,UBER *TRIP HELP.UBER.COM,-9.53,Purchase,Uber,Transportation,2026-08,Tuesday,True,False
TXN1437,2026-08-11,Checking ...4821,CHEVRON/TEXACO 915,-33.58,Purchase,Chevron,Transportation,2026-08,Tuesday,True,False
TXN1411,2026-08-11,Checking ...4821,SKYLINE APARTMENTS RENT,-1450.0,Payment,Skyline Apartments,Rent and Housing,2026-08,Tuesday,True,False
TXN1423,2026-08-11,Checking ...4821,NIKE STORE #441,-40.69,Purchase,Nike,Shopping,2026-08,Tuesday,True,False
TXN1440,2026-08-12,Credit Card ...9033,TARGET.COM *452,-121.75,Purchase,Target,Shopping,2026-08,Wednesday,True,False
TXN1427,2026-08-12,Credit Card ...9033,DOORDASH*458,-32.0,Purchase,DoorDash,Food and Restaurants,2026-08,Wednesday,True,False
TXN1442,2026-08-12,Checking ...4821,PARKWHIZ *PARKING,-7.83,Purchase,ParkWhiz,Transportation,2026-08,Wednesday,True,False
TXN1417,2026-08-12,Credit Card ...9033,DISNEYPLUS.COM,-13.99,Payment,Disney Plus,Subscriptions,2026-08,Wednesday,True,False
TXN1425,2026-08-12,Checking ...4821,UDEMY *ONLINE COURSE,-54.39,Purchase,Udemy,Education,2026-08,Wednesday,True,False
TXN1434,2026-08-13,Checking ...4821,TRADER JOES 984,-67.83,Purchase,Trader Joe's,Food and Restaurants,2026-08,Thursday,True,False
TXN1450,2026-08-13,Checking ...4821,ACME CORP PAYROLL DEP,2040.87,Deposit,Acme Corp Payroll,Income,2026-08,Thursday,False,True
TXN1413,2026-08-13,Credit Card ...9033,CITY TRANSIT AUTHORITY,-60.0,Payment,City Transit Authority,Transportation,2026-08,Thursday,True,False
TXN1438,2026-08-13,Checking ...4821,UDEMY.COM 994,-32.24,Purchase,Udemy,Education,2026-08,Thursday,True,False
TXN1422,2026-08-14,Credit Card ...9033,FEDLOAN SERVICING,-210.0,Payment,Federal Student Loan Servicer,Education,2026-08,Friday,True,False
TXN1432,2026-08-15,Credit Card ...9033,UBER EATS 838,-23.64,Purchase,Uber Eats,Food and Restaurants,2026-08,Saturday,True,False
